corpus	doc	classify_exit	classify_code	extract_exit	extract_code	extract_message	pages_authorized	pages_processed	pages_failed	pages_unsupported	pages_quarantined	pages_not_attempted	terminal	limitation_codes	artifact_bytes	extract_wall_s
oracle	trust-benchmark/v1/documents/synthetic-01/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.012
oracle	trust-benchmark/v1/documents/synthetic-02/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.014
oracle	trust-benchmark/v1/documents/synthetic-03/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.012
oracle	trust-benchmark/v1/documents/synthetic-04/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.012
oracle	trust-benchmark/v1/documents/synthetic-05/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.012
oracle	trust-benchmark/v1/documents/synthetic-06/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.013
oracle	trust-benchmark/v1/documents/synthetic-07/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.014
oracle	trust-benchmark/v1/documents/synthetic-08/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.012
oracle	trust-benchmark/v1/documents/synthetic-09/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.014
oracle	trust-benchmark/v1/documents/synthetic-10/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.013
oracle	trust-benchmark/v1/documents/synthetic-11/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.013
oracle	trust-benchmark/v1/documents/synthetic-12/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.011
oracle	trust-benchmark/v1/documents/synthetic-13/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.012
oracle	trust-benchmark/v1/documents/synthetic-14/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.013
oracle	trust-benchmark/v1/documents/synthetic-15/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.011
oracle	trust-benchmark/v1/documents/synthetic-16/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.012
oracle	trust-benchmark/v1/documents/synthetic-17/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.013
oracle	trust-benchmark/v1/documents/synthetic-18/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.012
oracle	trust-benchmark/v1/documents/synthetic-19/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.012
oracle	trust-benchmark/v1/documents/synthetic-20/document.pdf	0		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	13002	0.012
gate-zero	cfpb-home-loan-toolkit.pdf	1		0			28	28	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;mcid-property-list-by-name;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;stroke-ruled-table-candidate-refused;structure-item-without-content;tagged-table-without-geometric-table;undrawn-table-edges-not-supplied;unruled-table-candidate-refused	16407440	0.217
gate-zero	hyphenated-line-break.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;untagged-structure-tree-absent	10661	0.015
gate-zero	irs-form-1040-2025.pdf	1		0			2	2	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;stroke-ruled-table-candidate-refused;tagged-table-without-geometric-table;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;xfa-forms-not-extracted	1272594	0.041
gate-zero	ligature-fi-embedded-font.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;untagged-structure-tree-absent	11802	0.015
gate-zero	nist-sp-800-53r5.pdf	1		0			492	492	0	0	0	0	complete	backend-xref-strict-20-byte;broken-font-encoding;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;off-page-text;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;structure-item-without-content;tagged-table-without-geometric-table;undrawn-table-edges-not-supplied;unruled-table-candidate-refused	561021550	7.299
gate-zero	nist-sp-800-63b.pdf	1		0			80	80	0	0	0	0	complete	backend-xref-strict-20-byte;broken-font-encoding;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;off-page-text;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;structure-item-without-content;tagged-table-without-geometric-table;undrawn-table-edges-not-supplied;unruled-table-candidate-refused	63115966	0.778
gate-zero	rotation-90.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;untagged-structure-tree-absent	12590	0.016
gate-zero	simple-text.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;untagged-structure-tree-absent	10288	0.014
gate-zero	two-columns.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	12571	0.014
gate-zero	two-lines.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;untagged-structure-tree-absent	10709	0.012
odl-bench	01030000000001.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	185872	0.017
odl-bench	01030000000002.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	174316	0.017
odl-bench	01030000000003.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	182818	0.017
odl-bench	01030000000004.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	177558	0.016
odl-bench	01030000000005.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;broken-font-encoding;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	64070	0.015
odl-bench	01030000000006.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;broken-font-encoding;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	59969	0.015
odl-bench	01030000000007.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;broken-font-encoding;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	538024	0.021
odl-bench	01030000000008.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	312805	0.020
odl-bench	01030000000009.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	159316	0.015
odl-bench	01030000000010.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	155401	0.017
odl-bench	01030000000011.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	253035	0.017
odl-bench	01030000000012.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	174074	0.016
odl-bench	01030000000013.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	180808	0.017
odl-bench	01030000000014.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	167469	0.017
odl-bench	01030000000015.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	97494	0.015
odl-bench	01030000000016.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	90702	0.015
odl-bench	01030000000017.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	187630	0.016
odl-bench	01030000000018.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	113126	0.015
odl-bench	01030000000019.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	112378	0.015
odl-bench	01030000000020.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	65352	0.014
odl-bench	01030000000021.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	90340	0.015
odl-bench	01030000000022.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	141028	0.014
odl-bench	01030000000023.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	147576	0.016
odl-bench	01030000000024.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	137299	0.016
odl-bench	01030000000025.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	126074	0.013
odl-bench	01030000000026.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	123040	0.015
odl-bench	01030000000027.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;mcid-property-list-by-name;non-text-nodes-not-projected;off-page-text;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	244548	0.017
odl-bench	01030000000028.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;mcid-property-list-by-name;off-page-text;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	663991	0.024
odl-bench	01030000000029.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;mcid-property-list-by-name;off-page-text;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	666998	0.024
odl-bench	01030000000030.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;mcid-property-list-by-name;non-text-nodes-not-projected;off-page-text;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	513364	0.023
odl-bench	01030000000031.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;mcid-property-list-by-name;non-text-nodes-not-projected;off-page-text;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	571267	0.023
odl-bench	01030000000032.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	443291	0.021
odl-bench	01030000000033.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	478518	0.023
odl-bench	01030000000034.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;broken-font-encoding;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	429853	0.023
odl-bench	01030000000035.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;broken-font-encoding;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	409702	0.018
odl-bench	01030000000036.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;mcid-property-list-by-name;off-page-text;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	171365	0.017
